# rt	acc	condition
0.2097475528717041	0	iid_opposite
0.33389899134635925	1	iid_opposite
0.8303943276405334	1	iid_opposite
0.8803488612174988	1	iid_opposite
0.410245805978775	0	iid_opposite
0.3490845263004303	1	iid_opposite
0.46297627687454224	0	iid_opposite
0.7557390332221985	1	iid_opposite
0.4954514503479004	0	iid_opposite
0.430464506149292	0	iid_opposite
0.5113215446472168	1	iid_opposite
0.4437221884727478	0	iid_opposite
0.2845239043235779	0	iid_opposite
0.5512376427650452	1	iid_opposite
0.35027405619621277	0	iid_opposite
0.5256648659706116	0	iid_opposite
0.390590637922287	0	iid_opposite
0.46595239639282227	0	iid_opposite
0.41051560640335083	0	iid_opposite
0.3832707107067108	1	iid_opposite
0.6372299194335938	1	iid_opposite
0.40237122774124146	1	iid_opposite
0.7127128839492798	1	iid_opposite
0.6584821343421936	1	iid_opposite
0.5282477736473083	0	iid_opposite
0.37071239948272705	0	iid_opposite
0.6023266911506653	1	iid_opposite
0.4611089825630188	0	iid_opposite
0.8579884171485901	1	iid_opposite
0.5463483333587646	0	iid_opposite
0.8588778972625732	0	iid_opposite
0.25117960572242737	0	iid_opposite
0.46724623441696167	0	iid_opposite
0.5699611306190491	1	iid_opposite
0.5042125582695007	0	iid_opposite
0.5222809910774231	1	iid_opposite
0.6389373540878296	1	iid_opposite
0.42841222882270813	1	iid_opposite
0.8264531493186951	1	iid_opposite
0.6152241826057434	1	iid_opposite
0.7551941275596619	1	iid_opposite
0.46859753131866455	0	iid_opposite
0.3110422194004059	0	iid_opposite
0.43931710720062256	0	iid_opposite
0.5183334350585938	0	iid_opposite
0.23915204405784607	0	iid_opposite
0.37711358070373535	1	iid_opposite
0.6739161014556885	0	iid_opposite
0.6755296587944031	0	iid_opposite
0.33810338377952576	0	iid_opposite
0.5832188129425049	1	iid_opposite
0.3876643776893616	1	iid_opposite
0.3415508568286896	1	iid_opposite
0.5961214900016785	1	iid_opposite
0.4551228880882263	1	iid_opposite
0.3668200373649597	1	iid_opposite
0.5604521036148071	1	iid_opposite
0.9536941647529602	1	iid_opposite
0.4141635298728943	1	iid_opposite
0.9626036882400513	1	iid_opposite
0.9558692574501038	1	iid_opposite
0.5622161626815796	0	iid_opposite
0.34119874238967896	0	iid_opposite
0.53167724609375	1	iid_opposite
0.6760849952697754	1	iid_opposite
0.48964986205101013	1	iid_opposite
0.6928551197052002	0	iid_opposite
0.6660674810409546	0	iid_opposite
0.2978343963623047	1	iid_opposite
0.6827642917633057	1	iid_opposite
0.6389509439468384	1	iid_opposite
0.6818901896476746	1	iid_opposite
1.0097181797027588	1	iid_opposite
0.5555986762046814	1	iid_opposite
0.4617159068584442	1	iid_opposite
0.6494784355163574	0	iid_opposite
0.6146385669708252	1	iid_opposite
0.4934466779232025	1	iid_opposite
0.8536773324012756	1	iid_opposite
0.5536643266677856	0	iid_opposite
0.4611665904521942	1	iid_opposite
0.39030489325523376	0	iid_opposite
0.4035957157611847	0	iid_opposite
0.537421703338623	1	iid_opposite
0.5176022052764893	1	iid_opposite
0.6598725914955139	1	iid_opposite
0.45618194341659546	1	iid_opposite
0.30501383543014526	1	iid_opposite
0.4794803857803345	1	iid_opposite
0.3871651589870453	1	iid_opposite
0.5191371440887451	1	iid_opposite
0.6820071935653687	0	iid_opposite
0.5740565657615662	0	iid_opposite
0.3773661255836487	1	iid_opposite
0.6039832830429077	1	iid_opposite
0.9657783508300781	1	iid_opposite
0.5790495276451111	1	iid_opposite
0.6645479798316956	0	iid_opposite
0.7366496324539185	1	iid_opposite
0.36333855986595154	0	iid_opposite
