# rt	acc	condition
0.37331661581993103	1	rdw_opposite
0.26411235332489014	1	rdw_opposite
0.4145922362804413	1	rdw_opposite
0.3749271631240845	1	rdw_opposite
0.6077666878700256	0	rdw_opposite
0.5850468277931213	0	rdw_opposite
0.4042148292064667	1	rdw_opposite
0.33368656039237976	1	rdw_opposite
0.36574622988700867	1	rdw_opposite
0.7400641441345215	0	rdw_opposite
0.6032783389091492	1	rdw_opposite
0.40552380681037903	1	rdw_opposite
0.5030863881111145	1	rdw_opposite
0.5574887990951538	1	rdw_opposite
0.5205010771751404	1	rdw_opposite
0.13408660888671875	1	rdw_opposite
0.45589736104011536	1	rdw_opposite
0.348702996969223	1	rdw_opposite
0.7191035747528076	0	rdw_opposite
0.41522130370140076	1	rdw_opposite
0.6505951285362244	1	rdw_opposite
0.4049527645111084	1	rdw_opposite
0.3025519549846649	1	rdw_opposite
0.5046802759170532	1	rdw_opposite
0.34694409370422363	1	rdw_opposite
0.34532299637794495	1	rdw_opposite
0.5019066333770752	1	rdw_opposite
0.4308095872402191	1	rdw_opposite
0.5775125026702881	0	rdw_opposite
0.41230809688568115	1	rdw_opposite
0.5283217430114746	1	rdw_opposite
0.44702285528182983	1	rdw_opposite
0.6297418475151062	1	rdw_opposite
0.3700042963027954	1	rdw_opposite
0.42556309700012207	1	rdw_opposite
0.4996703565120697	0	rdw_opposite
0.3229687213897705	1	rdw_opposite
0.5827861428260803	1	rdw_opposite
0.4347214102745056	1	rdw_opposite
0.5021184086799622	1	rdw_opposite
0.6890079379081726	0	rdw_opposite
0.4489302635192871	1	rdw_opposite
0.4131878912448883	1	rdw_opposite
0.47521209716796875	1	rdw_opposite
0.42578619718551636	1	rdw_opposite
0.4383378028869629	1	rdw_opposite
0.5130751729011536	1	rdw_opposite
0.5199652910232544	1	rdw_opposite
0.4043858051300049	1	rdw_opposite
0.4179709553718567	1	rdw_opposite
0.3751382529735565	1	rdw_opposite
0.591136634349823	1	rdw_opposite
0.28408488631248474	1	rdw_opposite
0.37658044695854187	1	rdw_opposite
0.4093511700630188	0	rdw_opposite
0.2579663395881653	1	rdw_opposite
0.3924174904823303	1	rdw_opposite
0.6325334906578064	0	rdw_opposite
0.35561633110046387	1	rdw_opposite
0.4482623338699341	1	rdw_opposite
0.44720128178596497	1	rdw_opposite
0.33040881156921387	1	rdw_opposite
0.46433454751968384	1	rdw_opposite
0.5720340013504028	0	rdw_opposite
0.45139649510383606	1	rdw_opposite
0.4032762944698334	1	rdw_opposite
0.6998924016952515	0	rdw_opposite
0.5650062561035156	0	rdw_opposite
0.6940615773200989	0	rdw_opposite
0.24569296836853027	1	rdw_opposite
0.39494267106056213	1	rdw_opposite
0.3449939489364624	1	rdw_opposite
0.48072487115859985	1	rdw_opposite
0.4636579751968384	1	rdw_opposite
0.47153082489967346	1	rdw_opposite
0.33720770478248596	1	rdw_opposite
0.20459923148155212	1	rdw_opposite
0.36522501707077026	1	rdw_opposite
0.3241721987724304	1	rdw_opposite
0.16763997077941895	1	rdw_opposite
0.45517659187316895	1	rdw_opposite
0.44903334975242615	1	rdw_opposite
0.4934590756893158	1	rdw_opposite
0.45944836735725403	1	rdw_opposite
0.28170260787010193	1	rdw_opposite
0.5054128170013428	0	rdw_opposite
0.31546348333358765	1	rdw_opposite
0.44564977288246155	1	rdw_opposite
0.5110466480255127	0	rdw_opposite
0.3452751934528351	1	rdw_opposite
0.62575364112854	1	rdw_opposite
0.5459191799163818	1	rdw_opposite
0.4555427134037018	1	rdw_opposite
0.42882293462753296	1	rdw_opposite
0.5748440027236938	1	rdw_opposite
0.3483019769191742	1	rdw_opposite
0.4797728657722473	1	rdw_opposite
0.46799615025520325	1	rdw_opposite
0.5370101928710938	1	rdw_opposite
0.4776281714439392	1	rdw_opposite
