# rt	acc	condition
0.47815266251564026	1	iid_same
0.4685128629207611	0	iid_same
0.8172857165336609	1	iid_same
0.38657429814338684	1	iid_same
0.4183708429336548	1	iid_same
0.4134517312049866	0	iid_same
0.6617937088012695	1	iid_same
0.2751418650150299	0	iid_same
0.53464275598526	1	iid_same
0.30380603671073914	0	iid_same
0.5916140079498291	1	iid_same
0.40359264612197876	0	iid_same
0.36762940883636475	0	iid_same
0.2678126394748688	1	iid_same
0.5043543577194214	1	iid_same
0.49956244230270386	1	iid_same
0.6719678044319153	1	iid_same
0.6850603818893433	1	iid_same
0.38864901661872864	1	iid_same
0.42574721574783325	1	iid_same
0.21607083082199097	1	iid_same
0.7895085215568542	1	iid_same
0.518564760684967	0	iid_same
0.4243471920490265	1	iid_same
0.6113665699958801	0	iid_same
0.6287466883659363	1	iid_same
0.7138382196426392	1	iid_same
0.41867759823799133	1	iid_same
0.5215451717376709	1	iid_same
0.7566850185394287	1	iid_same
0.701316237449646	1	iid_same
0.5563568472862244	1	iid_same
0.4985325038433075	0	iid_same
0.5243654251098633	1	iid_same
0.7908011674880981	1	iid_same
0.7409114241600037	1	iid_same
0.7253098487854004	0	iid_same
0.7350451946258545	1	iid_same
0.8626548647880554	1	iid_same
0.38512441515922546	1	iid_same
0.6601500511169434	1	iid_same
0.46823033690452576	1	iid_same
0.4267130196094513	1	iid_same
0.3304665684700012	1	iid_same
0.5802657008171082	1	iid_same
0.7551315426826477	1	iid_same
0.5931856632232666	1	iid_same
0.4392361342906952	0	iid_same
0.4885765016078949	1	iid_same
0.5083199143409729	1	iid_same
0.2983189523220062	1	iid_same
0.5370813012123108	1	iid_same
0.42708659172058105	1	iid_same
0.5669829249382019	1	iid_same
0.30834150314331055	1	iid_same
0.3914305865764618	1	iid_same
0.4851357042789459	1	iid_same
0.2852637767791748	1	iid_same
0.6730695962905884	1	iid_same
0.5934962630271912	1	iid_same
0.3614157736301422	0	iid_same
0.24688684940338135	1	iid_same
0.42640286684036255	1	iid_same
0.4472675621509552	1	iid_same
0.3233843743801117	0	iid_same
0.5818233489990234	1	iid_same
0.7062076926231384	1	iid_same
0.38673028349876404	0	iid_same
0.5758888721466064	1	iid_same
0.3582792580127716	1	iid_same
0.6076225638389587	1	iid_same
0.6368783712387085	1	iid_same
0.5972496271133423	0	iid_same
0.9025512933731079	1	iid_same
0.3588155210018158	1	iid_same
0.42275920510292053	1	iid_same
0.47528794407844543	1	iid_same
0.45198532938957214	0	iid_same
0.7342681288719177	1	iid_same
0.48389750719070435	1	iid_same
0.3071076571941376	1	iid_same
0.3726721405982971	1	iid_same
0.46966826915740967	1	iid_same
0.7349795699119568	1	iid_same
0.4115588068962097	0	iid_same
0.43258383870124817	1	iid_same
0.506763219833374	1	iid_same
0.6964145302772522	1	iid_same
0.5022633075714111	1	iid_same
0.36217039823532104	1	iid_same
0.521234393119812	1	iid_same
0.7094305753707886	1	iid_same
0.6953843235969543	0	iid_same
0.5050434470176697	1	iid_same
0.5277204513549805	0	iid_same
0.432267963886261	1	iid_same
0.6751936674118042	1	iid_same
0.394022136926651	0	iid_same
0.5696876645088196	1	iid_same
0.6437075138092041	1	iid_same
